mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
82	82	315	315	0.5	3/4	3/4	4/4	2	1	#viio43(4)		g	i	V	#viio43(4)	#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
82	82	631/2	631/2	0.5	7/8	7/8	4/4	2	1	#viio43]		g	i	V	#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
83	83	316	316	0.5	0	0	4/4	2	1	i[i(4)}		g	i	i	i(4)	i			4			}	m	1	1	0, -1, 1		0	0
83	83	633/2	633/2	3.5	1/8	1/8	4/4	2	1	i|PAC		g	i	i	i	i					PAC		m	1	1	0, -3, 1		0	0
83	83	637/2	637/2	0.0	5/8	5/8	4/4	2	1	{		g	i	i								{		1	1				
84	84	320	320	1.0	0	0	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
84	84	321	321	1.0	1/4	1/4	4/4	2	1	ii%7	V7(94)	g	i	i	ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
84	84	322	322	1.0	1/2	1/2	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
84	84	323	323	1.0	3/4	3/4	4/4	2	1	viio2		g	i	i	viio2	vii	o	2					o7	1	1	-11, -2, -5, -8		-2	-11
85	85	324	324	1.0	0	0	4/4	2	1	#vi%2	V(64#2)	g	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
85	85	325	325	1.0	1/4	1/4	4/4	2	1	#viio43	V7(9)	g	i	i	#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
85	85	326	326	1.0	1/2	1/2	4/4	2	1	i	V(64)	g	i	i	i	i							m	1	1	0, -3, 1		0	0
85	85	327	327	2.0	3/4	3/4	4/4	2	1	V7]		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
86	86	329	329	0.5	1/4	1/4	4/4	2	1	V7(#4)		g	i		V7(#4)	V		7	#4				Mm7	1	1	1, 5, 7, -1		1	1
86	86	659/2	659/2	0.5	3/8	3/8	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
86	86	330	330	3.0	1/2	1/2	4/4	2	1	V65		g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
87	87	333	333	3.0	1/4	1/4	4/4	2	1	i[i|IAC}		g	i	i	i	i					IAC	}	m	1	1	0, -3, 1		0	0
87	87	669/2	669/2	0.0	5/8	5/8	4/4	2	1	{		g	i	i								{		1	1				
88	88	336	336	1.0	0	0	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
88	88	337	337	1.0	1/4	1/4	4/4	2	1	ii%7	V7(94)	g	i	i	ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
88	88	338	338	1.0	1/2	1/2	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
88	88	339	339	1.0	3/4	3/4	4/4	2	1	viio2		g	i	i	viio2	vii	o	2					o7	1	1	-11, -2, -5, -8		-2	-11
89	89	340	340	1.0	0	0	4/4	2	1	#vi%2	V(64#2)	g	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
89	89	341	341	1.0	1/4	1/4	4/4	2	1	#viio43	V7(9)	g	i	i	#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
89	89	342	342	1.0	1/2	1/2	4/4	2	1	i	V(64)	g	i	i	i	i							m	1	1	0, -3, 1		0	0
89	89	343	343	2.0	3/4	3/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
90	90	345	345	0.5	1/4	1/4	4/4	2	1	V7(#4)		g	i	i	V7(#4)	V		7	#4				Mm7	1	1	1, 5, 7, -1		1	1
90	90	691/2	691/2	0.5	3/8	3/8	4/4	2	1	V7]		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
90	90	346	346	3.0	1/2	1/2	4/4	2	1	V65		g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
91	91	349	349	2.0	1/4	1/4	4/4	2	1	i[i|IAC}		g	i	i	i	i					IAC	}	m	1	1	0, -3, 1		0	0
91	91	351	351	1.0	3/4	3/4	4/4	2	1	V7{		g	i	i	V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
92	92	352	352	1.0	0	0	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
92	92	353	353	1.0	1/4	1/4	4/4	2	1	V		g	i	i	V	V							M	1	1	1, 5, 2		1	1
92	92	354	354	1.0	1/2	1/2	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
92	92	355	355	1.0	3/4	3/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
93	93	356	356	1.0	0	0	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
93	93	357	357	1.0	1/4	1/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
93	93	358	358	1.0	1/2	1/2	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
93	93	359	359	1.0	3/4	3/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
94	94	360	360	1.0	0	0	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
94	94	361	361	1.0	1/4	1/4	4/4	2	1	V		g	i	i	V	V							M	1	1	1, 5, 2		1	1
94	94	362	362	1.0	1/2	1/2	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
94	94	363	363	1.0	3/4	3/4	4/4	2	1	V		g	i	i	V	V							M	1	1	1, 5, 2		1	1
95	95	364	364	1.0	0	0	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
95	95	365	365	1.0	1/4	1/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
95	95	366	366	1.0	1/2	1/2	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
95	95	367	367	1.0	3/4	3/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
96	96	368	368	1.0	0	0	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
96	96	369	369	1.0	1/4	1/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
96	96	370	370	1.0	1/2	1/2	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
96	96	371	371	1.0	3/4	3/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
97	97	372	372	1.0	0	0	4/4	2	1	i		g	i	i	i	i							m	1	1	0, -3, 1		0	0
97	97	373	373	1.0	1/4	1/4	4/4	2	1	V7		g	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
97	97	374	374	10.0	1/2	1/2	4/4	2	1	i]|PAC}		g	i	i	i	i					PAC	}	m	1	1	0, -3, 1		0	0
